Beleidsdomein;Thema;Subthema;Verstrekker;KBO-nr;Vestiging;Naam subsidieontvanger;Postcode;Gemeente;Land;Jaar;Toegekend (EUR);Betaald (EUR)
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Groei-ondersteuning kmo's en groeibedrijven;Kmo-groeisubsidie: steun voor groeitrajecten bij kmo's;Fonds voor Innoveren en Ondernemen;1001634371;;BRAVEBITES;8340;DAMME;België;2025;20,500;0
Mobiliteit en Openbare Werken;Verkeersbeleid;Subsidies ecologisch en veilig transport (stopgezet);Departement Mobiliteit en Openbare Werken;0436965006;;GEERT DE LEYN;8340;DAMME;België;2023;1,500;1,500
Mobiliteit en Openbare Werken;Verkeersbeleid;Subsidies ecologisch en veilig transport (stopgezet);Departement Mobiliteit en Openbare Werken;0465200023;;P.M.B.;8340;DAMME;België;2022;3,000;3,000
Mobiliteit en Openbare Werken;Verkeersbeleid;Subsidies ecologisch en veilig transport (stopgezet);Departement Mobiliteit en Openbare Werken;0746470131;;BONNE RENTAL;8340;DAMME;België;2023;1,500;1,500
Mobiliteit en Openbare Werken;Verkeersbeleid;Subsidies ecologisch en veilig transport (stopgezet);Departement Mobiliteit en Openbare Werken;0817818381;;M & M TRANS;8340;DAMME;België;2022;3,000;3,000
Mobiliteit en Openbare Werken;Verkeersbeleid;Subsidies ecologisch en veilig transport (stopgezet);Departement Mobiliteit en Openbare Werken;0892439095;;2 B TRANS;8340;DAMME;België;2023;6,000;6,000
Mobiliteit en Openbare Werken;Verkeersbeleid;Subsidies ecologisch en veilig transport (stopgezet);Departement Mobiliteit en Openbare Werken;0699790662;;SEFLO;8340;DAMME;België;2023;2,890;2,890
Omgeving;Aanbodzijde woningmarkt;Compensatie minderinkomsten van gemeenten voor bijstelling OV;Wonen in Vlaanderen;0207528134;;STAD DAMME;8340;DAMME;België;2022;418;418
Omgeving;Aanbodzijde woningmarkt;Compensatie minderinkomsten van gemeenten voor bijstelling OV;Wonen in Vlaanderen;0207528134;;STAD DAMME;8340;DAMME;België;2023;429;429
Omgeving;Aanbodzijde woningmarkt;Compensatie minderinkomsten van gemeenten voor bijstelling OV;Wonen in Vlaanderen;0207528134;;STAD DAMME;8340;DAMME;België;2024;466;466
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Subsidie voor kwaliteitsmaatregelen voor de publieke socio-culturele sector;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;2,818;2,818
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Binnenlands bestuur (excl. fondsen lokale financiering);Subsidie ter ondersteuning van het consumptiebudget;Agentschap Binnenlands Bestuur;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2022;1,334;1,334
Omgeving;Woningkwaliteit;Investeringssubsidies aan lokale besturen voor noodwoningen;Wonen in Vlaanderen;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2023;40,000;20,000
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Competenties;Premie kwalificerend werkplekleren;Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2025;1,200;1,200
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Competenties;Premie kwalificerend werkplekleren;Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2025;800;800
Werk en Sociale Economie;Competenties;Premie kwalificerend werkplekleren;Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2024;1,200;1,200
Werk en Sociale Economie;Competenties;Premie kwalificerend werkplekleren;Departement Werk en Sociale Economie;0475102931;;LONNEVILLE FILIP;8340;DAMME;België;2024;1,000;1,000
Werk en Sociale Economie;Competenties;Premie kwalificerend werkplekleren;Departement Werk en Sociale Economie;0431447288;;RAES DAMME;8340;DAMME;België;2024;1,000;1,000
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Vlaams Gemeentefonds;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2025;3,980,905;1,286,738
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Vlaams Gemeentefonds;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;3,459,337;3,459,337
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Vlaams Gemeentefonds;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2023;3,741,099;3,741,099
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Vlaams Gemeentefonds;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2024;3,833,212;3,833,212
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0832009382;;WOON- EN ZORGCENTRUM DE LELIE;8340;DAMME;België;2024;1,919;8,219
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2023;42,713;27,593
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0832009382;;WOON- EN ZORGCENTRUM DE LELIE;8340;DAMME;België;2023;10,877;4,577
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0832009382;;WOON- EN ZORGCENTRUM DE LELIE;8340;DAMME;België;2022;11,731;11,731
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2024;16,036;31,156
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2024;4,923;4,923
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - residentiële ouderenzorg;Erkenning en financiering/subsidiëring van woonzorgcentra;AGENTSCHAP VLAAMSE SOCIALE BESCHERMING;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2022;57,389;57,389
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0473194011;;DE ARK-GEMEENSCHAP MOERKERKE-BRUGGE;8340;DAMME;België;2022;829,900;935,175
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2024;4,611,714;4,611,714
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0473194011;;DE ARK-GEMEENSCHAP MOERKERKE-BRUGGE;8340;DAMME;België;2025;109,943;109,943
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2022;8,599,936;8,599,936
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2023;3,799,430;3,799,430
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0473194011;;DE ARK-GEMEENSCHAP MOERKERKE-BRUGGE;8340;DAMME;België;2023;295,786;295,786
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0473194011;;DE ARK-GEMEENSCHAP MOERKERKE-BRUGGE;8340;DAMME;België;2024;241,703;241,703
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Het Persoonsvolgend budget voor personen met een handicap (PVB);VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2025;814,242;814,242
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0813219096;;APOTHEEK COOPMAN;8340;DAMME;België;2023;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0871254592;;VANDENABEELE-HUNGENAERT;8340;DAMME;België;2024;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0840945557;;RENO SOLUTIONS;8340;DAMME;België;2023;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0843778551;;HET OUD GEMEENTEHUIS OOSTKERKE;8340;DAMME;België;2022;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0864532393;;KOEN DANNEELS;8340;DAMME;België;2023;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0809111939;;DE STROOPIJP;8340;DAMME;België;2024;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0809111939;;DE STROOPIJP;8340;DAMME;België;2023;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0457039155;;KNOKMOBYL;8340;DAMME;België;2024;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0457863457;;DE KRINKELDIJK;8340;DAMME;België;2022;2,000;2,000
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0764365938;;TRIBAAN;8340;DAMME;België;2023;2,000;2,000
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Groei-ondersteuning kmo's en groeibedrijven;Hinderpremie bij openbare werken;Fonds voor Innoveren en Ondernemen;0422187748;;VERBA;8340;DAMME;België;2025;2,000;2,000
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Innovatiekracht ondernemingen;Innovatieve starterssteun;Fonds voor Innoveren en Ondernemen;0785644273;;CELLAVIE;8340;DAMME;België;2025;25,000;25,000
Economie Wetenschap en Innovatie;Innovatiekracht ondernemingen;Innovatieve starterssteun;Fonds voor Innoveren en Ondernemen;0785644273;;CELLAVIE;8340;DAMME;België;2024;50,000;25,000
Economie Wetenschap en Innovatie;Innovatiekracht ondernemingen;Innovatieve starterssteun;Fonds voor Innoveren en Ondernemen;0785644273;;CELLAVIE;8340;DAMME;België;2025;-25,000;0
Welzijn, Volksgezondheid en Gezin;Jeugdhulp;Subsidies jeugdhulp;Opgroeien regie;0413726972;;ORANJE;8340;DAMME;België;2024;42,412;42,145
Welzijn, Volksgezondheid en Gezin;Jeugdhulp;Subsidies jeugdhulp;Opgroeien regie;0413726972;;ORANJE;8340;DAMME;België;2025;44,061;43,772
Welzijn, Volksgezondheid en Gezin;Jeugdhulp;Subsidies jeugdhulp;Opgroeien regie;0413726972;;ORANJE;8340;DAMME;België;2023;40,658;38,853
Welzijn, Volksgezondheid en Gezin;Jeugdhulp;Subsidies jeugdhulp;Fonds Jongerenwelzijn;0413726972;;ORANJE;8340;DAMME;België;2022;6,908;594
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Financiele hefbomen internationalisering vlaamse economie;Subsidies voor internationaal ondernemen;Vlaams Agentschap voor Internationaal Ondernemen;0831221110;;BRANDERS BIKE SUPPLY;8340;DAMME;België;2023;7,500;7,500
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Financiele hefbomen internationalisering vlaamse economie;Subsidies voor internationaal ondernemen;Vlaams Agentschap voor Internationaal Ondernemen;0735986510;;TVP TRADING;8340;DAMME;België;2024;4,500;4,500
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Financiele hefbomen internationalisering vlaamse economie;Subsidies voor internationaal ondernemen;Vlaams Agentschap voor Internationaal Ondernemen;0466256828;;CRICO ENGINEERING;8340;DAMME;België;2023;3,143;3,143
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Dotatie Open Ruimte;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2023;446,203;446,203
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Dotatie Open Ruimte;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;427,247;427,247
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Dotatie Open Ruimte;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2024;461,877;461,877
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Binnenlands bestuur (excl. fondsen lokale financiering);Subsidie voor investeringen in fietsinfrastructuur (Kopenhagenplan);Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;249,331;0
Werk en Sociale Economie;Activering (sociale economie);Individueel Maatwerk;Departement Werk en Sociale Economie;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2024;18,374;18,374
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (sociale economie);Individueel Maatwerk;Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0525763358;;HANS RENTY;8340;DAMME;België;2025;2,971;2,971
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (sociale economie);Individueel Maatwerk;Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2025;8,431;8,431
Landbouw en Visserij;Ondersteuning landbouw en landbouwbedrijf;Subsidie voor de bedrijfseigen teelt van plantaardige eiwitbronnen (vlinderbloemigen);Agentschap Landbouw en Zeevisserij;0713788851;;D. SALLET - J. SALLET;8340;DAMME;België;2023;549;549
Omgeving;Afval en materialen;Subsidies in het kader van de circulaire economie;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0207528134;;STAD DAMME;8340;DAMME;België;2025;0;5,590
Omgeving;Afval en materialen;Subsidies in het kader van de circulaire economie;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0207528134;;STAD DAMME;8340;DAMME;België;2024;0;9,300
Omgeving;Afval en materialen;Subsidies in het kader van de circulaire economie;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;25,740;0
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor tewerkstelling VIA-akkoorden;Departement Omgeving;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2022;4,198;4,198
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor tewerkstelling VIA-akkoorden;Departement Omgeving;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2023;3,936;3,936
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor tewerkstelling VIA-akkoorden;Departement Omgeving;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2024;4,178;4,178
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Subsidie ter compensatie van het oversijpelingseffect van het VIA6-akkoord;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2024;4,137;4,137
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Subsidie ter compensatie van het oversijpelingseffect van het VIA6-akkoord;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2023;77,919;77,919
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Subsidie ter compensatie van het oversijpelingseffect van het VIA6-akkoord;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;57,720;57,720
Werk en Sociale Economie;Duurzame arbeidsmarkt (sociale economie);Regierol lokale sociale economie;Departement Werk en Sociale Economie;0207528134;;STAD DAMME;8340;DAMME;België;2025;0;3,600
Werk en Sociale Economie;Duurzame arbeidsmarkt (sociale economie);Regierol lokale sociale economie;Departement Werk en Sociale Economie;0207528134;;STAD DAMME;8340;DAMME;België;2024;12,000;3,900
Werk en Sociale Economie;Duurzame arbeidsmarkt (sociale economie);Regierol lokale sociale economie;Departement Werk en Sociale Economie;0207528134;;STAD DAMME;8340;DAMME;België;2023;13,000;0
Welzijn, Volksgezondheid en Gezin;Woonzorg en eerste lijn;DWVG - ZORG - Programmamanagement en bestaffing vaccinatieteams in de vaccinatiecentra;Agentschap Zorg en Gezondheid;0658901006;;SANAPOLIS;8340;DAMME;België;2024;-889,465;137,350
Welzijn, Volksgezondheid en Gezin;Woonzorg en eerste lijn;DWVG - ZORG - Programmamanagement en bestaffing vaccinatieteams in de vaccinatiecentra;Agentschap Zorg en Gezondheid;0658901006;;SANAPOLIS;8340;DAMME;België;2022;1,685,762;658,947
Welzijn, Volksgezondheid en Gezin;Woonzorg en eerste lijn;DWVG - ZORG - Programmamanagement en bestaffing vaccinatieteams in de vaccinatiecentra;Departement Zorg;0658901006;;SANAPOLIS;8340;DAMME;België;2024;889,465;0
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor erkende milieu-, natuur- en ruimteverenigingen;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2022;75,873;0
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor erkende milieu-, natuur- en ruimteverenigingen;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2023;80,008;0
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor erkende milieu-, natuur- en ruimteverenigingen;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2024;82,767;80,008
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidies voor erkende milieu-, natuur- en ruimteverenigingen;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2025;82,767;0
Omgeving;Natuur en biodiversiteit;Jachtfonds;Agentschap voor Natuur en Bos;0455554362;;WILDBEHEEREENHEID ZOETENDAELE-DE POLDERS;8340;DAMME;België;2025;0;1,500
Omgeving;Natuur en biodiversiteit;Jachtfonds;Agentschap voor Natuur en Bos;0455554362;;WILDBEHEEREENHEID ZOETENDAELE-DE POLDERS;8340;DAMME;België;2023;2,100;600
Omgeving;Natuur en biodiversiteit;Jachtfonds;Agentschap voor Natuur en Bos;0455554362;;WILDBEHEEREENHEID ZOETENDAELE-DE POLDERS;8340;DAMME;België;2024;2,250;2,250
Omgeving;Natuur en biodiversiteit;Jachtfonds;Agentschap voor Natuur en Bos;0455554362;;WILDBEHEEREENHEID ZOETENDAELE-DE POLDERS;8340;DAMME;België;2022;750;1,500
Werk en Sociale Economie;Activering (werk);Jongerenbonus;Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2022;1,610;1,610
Omgeving;Omgevingsbeleid ruimte en milieu;Subsidies voor gemeentelijke ruimtelijke uitvoeringsplannen;Departement Omgeving;0207528134;;STAD DAMME;8340;DAMME;België;2023;413;413
Omgeving;Omgevingsbeleid ruimte en milieu;Subsidies voor gemeentelijke ruimtelijke uitvoeringsplannen;Departement Omgeving;0207528134;;STAD DAMME;8340;DAMME;België;2022;15,000;15,000
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Binnenlands bestuur (excl. fondsen lokale financiering);Subsidie voor klimaatacties ter uitvoering van het LEKP 1.0;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2023;54,601;54,601
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Binnenlands bestuur (excl. fondsen lokale financiering);Subsidie voor klimaatacties ter uitvoering van het LEKP 1.0;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;38,035;38,035
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Binnenlands bestuur (excl. fondsen lokale financiering);Subsidie voor klimaatacties ter uitvoering van het LEKP 1.0;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2024;84,761;84,761
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Ruimtelijke economie;Aankoop en transformatie handelspanden en bedrijfsruimten in de kern;Fonds voor Innoveren en Ondernemen;0207528134;;STAD DAMME;8340;DAMME;België;2025;195,000;0
Economie Wetenschap en Innovatie;Ruimtelijke economie;Aankoop en transformatie handelspanden en bedrijfsruimten in de kern;Fonds voor Innoveren en Ondernemen;0207528134;;STAD DAMME;8340;DAMME;België;2025;-195,000;0
Economie Wetenschap en Innovatie;Ruimtelijke economie;Aankoop en transformatie handelspanden en bedrijfsruimten in de kern;Fonds voor Innoveren en Ondernemen;0207528134;;STAD DAMME;8340;DAMME;België;2023;195,000;0
Cultuur, Jeugd, Sport en Media;Sport voor allen;Subsidies voor sportfederaties en organisaties voor sportieve vrijetijdsbesteding;SPORT VLAANDEREN;0643481073;;WANDELSPORT VLAANDEREN;8340;DAMME;België;2022;580,197;580,197
Cultuur, Jeugd, Sport en Media;Sport voor allen;Subsidies voor sportfederaties en organisaties voor sportieve vrijetijdsbesteding;SPORT VLAANDEREN;0643481073;;WANDELSPORT VLAANDEREN;8340;DAMME;België;2023;611,462;611,462
Cultuur, Jeugd, Sport en Media;Sport voor allen;Subsidies voor sportfederaties en organisaties voor sportieve vrijetijdsbesteding;SPORT VLAANDEREN;0643481073;;WANDELSPORT VLAANDEREN;8340;DAMME;België;2025;570,734;570,734
Cultuur, Jeugd, Sport en Media;Sport voor allen;Subsidies voor sportfederaties en organisaties voor sportieve vrijetijdsbesteding;SPORT VLAANDEREN;0643481073;;WANDELSPORT VLAANDEREN;8340;DAMME;België;2024;629,569;629,569
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Toerisme;Thematische projectoproep tot subsidiëring Toerisme Vlaanderen;Toerisme Vlaanderen;0413726972;;ORANJE;8340;DAMME;België;2024;53,130;47,817
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Toerisme;Thematische projectoproep tot subsidiëring Toerisme Vlaanderen;Toerisme Vlaanderen;0413726972;;ORANJE;8340;DAMME;België;2025;53,130;0
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Gelijke kansen;Subsidie voor projecten van Gelijke Kansen;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;19,082;15,266
Welzijn, Volksgezondheid en Gezin;Jeugdhulp;Erkenning en subsidiëring van voorzieningen Jeugdhulp;Fonds Jongerenwelzijn;0413726972;;ORANJE;8340;DAMME;België;2022;26,211;26,211
Welzijn, Volksgezondheid en Gezin;Zorginfrastructuur - alternatieve financiering;Subsidie voor alternatieve financiering ouderenzorg;Vlaams Infrastructuurfonds voor Persoonsgebonden Aangelegenheden;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2022;94,259;94,259
Welzijn, Volksgezondheid en Gezin;Zorginfrastructuur - alternatieve financiering;Subsidie voor alternatieve financiering ouderenzorg;Vlaams Infrastructuurfonds voor Persoonsgebonden Aangelegenheden;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2023;86,198;86,198
Welzijn, Volksgezondheid en Gezin;Zorginfrastructuur - alternatieve financiering;Subsidie voor alternatieve financiering ouderenzorg;Vlaams Infrastructuurfonds voor Persoonsgebonden Aangelegenheden;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2025;69,236;69,236
Welzijn, Volksgezondheid en Gezin;Zorginfrastructuur - alternatieve financiering;Subsidie voor alternatieve financiering ouderenzorg;Vlaams Infrastructuurfonds voor Persoonsgebonden Aangelegenheden;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2024;77,860;77,860
Werk en Sociale Economie;Duurzame arbeidsmarkt (sociale economie);Oproepen innovatie en starters;Departement Werk en Sociale Economie;0658901006;;SANAPOLIS;8340;DAMME;België;2025;0;15,036
Werk en Sociale Economie;Duurzame arbeidsmarkt (sociale economie);Oproepen innovatie en starters;Departement Werk en Sociale Economie;0658901006;;SANAPOLIS;8340;DAMME;België;2024;21,480;0
Welzijn, Volksgezondheid en Gezin;Geintegreerd gezinsbeleid - voorschoolse opvang;Subsidies voorschoolse kinderopvang;Opgroeien regie;0695452584;;FV 'T MINITJE;8340;DAMME;België;2025;40,997;40,997
Welzijn, Volksgezondheid en Gezin;Geintegreerd gezinsbeleid - voorschoolse opvang;Subsidies voorschoolse kinderopvang;Opgroeien regie;0695452584;;FV 'T MINITJE;8340;DAMME;België;2023;32,005;32,005
Welzijn, Volksgezondheid en Gezin;Geintegreerd gezinsbeleid - voorschoolse opvang;Subsidies voorschoolse kinderopvang;Opgroeien regie;0207528134;;STAD DAMME;8340;DAMME;België;2024;1,677;1,677
